County,State,Latitude,Longitude 
Nicollet,Minnesota,44.3499,-94.2474
Preston,West Virginia,39.4693,-79.6682
Halifax,Virginia,36.7669,-78.9366
Platte,Nebraska,41.5713,-97.5211
Whitley,Indiana,41.1394,-85.5051
Christian,Illinois,39.5458,-89.2773
Marshall,Mississippi,34.7623,-89.5031
Wasatch,Utah,40.3308,-111.1682
DeSoto,Florida,27.1863,-81.8094
Fulton,Illinois,40.4728,-90.2075
Harvey,Kansas,38.0432,-97.4272
Miami,Kansas,38.5635,-94.8381
Emmet,Michigan,45.5202,-84.8904
Marshall,Tennessee,35.4689,-86.765
Seneca,New York,42.7811,-76.8238
Pulaski,Virginia,37.0635,-80.7144
Morrison,Minnesota,46.0126,-94.2684
Lee,Iowa,40.642,-91.4793
Lincoln,Oklahoma,35.703,-96.8809
Wexford,Michigan,44.3383,-85.5784
Botetourt,Virginia,37.5571,-79.8123
Accomack,Virginia,37.7643,-75.6332
Marion,Iowa,41.3344,-93.0994
Jasper,Texas,30.744,-94.0251
Bureau,Illinois,41.4041,-89.5286
Greenbrier,West Virginia,37.9469,-80.453
Panola,Mississippi,34.3639,-89.9506
Daviess,Indiana,38.7024,-87.072
Caroline,Maryland,38.8717,-75.8316
Petersburg,Virginia,37.2043,-77.3913
Morgan,Illinois,39.7156,-90.2015
Lumpkin,Georgia,34.5722,-84.0027
Pike,Alabama,31.8027,-85.9409
Wakulla,Florida,30.1673,-84.4007
Hot Spring,Arkansas,34.3177,-92.9461
Lawrence,Alabama,34.5217,-87.311
Gibson,Indiana,38.3119,-87.5846
Clinton,Indiana,40.3017,-86.4751
Jasper,Indiana,41.023,-87.1161
Jefferson,Indiana,38.7858,-85.4385
Transylvania,North Carolina,35.2021,-82.7982
Lassen,California,40.6736,-120.5943
Weakley,Tennessee,36.2983,-88.7178
Morton,North Dakota,46.7161,-101.2811
Hale,Texas,34.0705,-101.8269
Pickens,Georgia,34.4643,-84.4656
Logan,West Virginia,37.8315,-81.9353
Lafayette,Missouri,39.0655,-93.7854
Rhea,Tennessee,35.6087,-84.9244
Stark,North Dakota,46.8107,-102.6551
Jefferson,Washington,47.7487,-123.596
Lee,Georgia,31.7795,-84.1411
Evangeline,Louisiana,30.7289,-92.406
Jackson,Ohio,39.0196,-82.6184
Dorchester,Maryland,38.4829,-76.0125
Lyon,Kansas,38.4562,-96.1526
Henry,Tennessee,36.3318,-88.3013
Chester,South Carolina,34.692,-81.1595
Jefferson Davis,Louisiana,30.2677,-92.8141
Juneau,Alaska,58.4546,-134.1739
Franklin,Alabama,34.4417,-87.8437
Claiborne,Tennessee,36.4859,-83.6604
Montgomery,Kansas,37.1925,-95.7429
Marshall,Kentucky,36.8835,-88.3294
Clarendon,South Carolina,33.6658,-80.2164
Huron,Michigan,43.8333,-83.019
Polk,Missouri,37.6165,-93.4005
Amherst,Virginia,37.6048,-79.1451
Coos,New Hampshire,44.6896,-71.3056
Titus,Texas,33.2166,-94.9657
Malheur,Oregon,43.1934,-117.6232
Polk,Minnesota,47.7739,-96.4019
Bolivar,Mississippi,33.7971,-90.8805
Adams,Nebraska,40.5245,-98.5012
Williamsburg,South Carolina,33.6199,-79.7277
Bee,Texas,28.4174,-97.7412
Pontotoc,Mississippi,34.2254,-89.0374
Delta,Colorado,38.8614,-107.8629
Wabash,Indiana,40.8456,-85.794
McCurtain,Oklahoma,34.1154,-94.7713
Gilmer,Georgia,34.6912,-84.4556
Summit,Colorado,39.6342,-106.1164
Elk,Pennsylvania,41.4251,-78.6491
Lake,Montana,47.6459,-114.0894
Stone,Missouri,36.7469,-93.456
Kleberg,Texas,27.4337,-97.7273
Muhlenberg,Kentucky,37.2158,-87.142
Washington,Maine,45.0307,-67.6287
Greene,Indiana,39.0363,-86.9621
Freeborn,Minnesota,43.6738,-93.3488
Caroline,Virginia,38.0267,-77.3471
Clare,Michigan,43.9879,-84.8478
Marshall,West Virginia,39.8606,-80.6634
Sheridan,Wyoming,44.79,-106.8793
Hardin,Ohio,40.6616,-83.6595
Obion,Tennessee,36.3582,-89.1488
Vernon,Wisconsin,43.5939,-90.8344
Iberville,Louisiana,30.2586,-91.3495
Randolph,Illinois,38.0521,-89.8252
Ottawa,Oklahoma,36.8355,-94.8104
Trempealeau,Wisconsin,44.304,-91.3585
Boyle,Kentucky,37.6244,-84.8668
Jefferson,Idaho,43.8201,-112.3113
Caledonia,Vermont,44.4647,-72.1022
Knox,Kentucky,36.8906,-83.854
Mecklenburg,Virginia,36.6804,-78.3627
Giles,Tennessee,35.2021,-87.0348
Austin,Texas,29.887,-96.2779
Wayne,Georgia,31.5515,-81.9168
Bladen,North Carolina,34.6146,-78.5637
McPherson,Kansas,38.3917,-97.648
Powhatan,Virginia,37.5502,-77.9152
Smyth,Virginia,36.8438,-81.537
Schoharie,New York,42.5882,-74.4421
Adams,Mississippi,31.4829,-91.3535
Cass,Minnesota,46.9496,-94.3254
Madison,Georgia,34.1278,-83.209
Meade,Kentucky,37.9697,-86.217
Door,Wisconsin,44.9473,-87.3135
Sumter,Georgia,32.0399,-84.197
Haralson,Georgia,33.7942,-85.211
Park,Wyoming,44.5205,-109.5879
Marion,South Carolina,34.0801,-79.3625
Meade,South Dakota,44.5668,-102.7169
Franklin,Maine,44.974,-70.444
Marion,Alabama,34.1366,-87.8871
Gallia,Ohio,38.8247,-82.3169
Orange,Vermont,44.0056,-72.3768
Hancock,West Virginia,40.5219,-80.5739
Neshoba,Mississippi,32.7535,-89.1176
Carroll,Virginia,36.7316,-80.7339
Mason,Michigan,43.9952,-86.25
Decatur,Georgia,30.8783,-84.579
Pine,Minnesota,46.1208,-92.7413
Garrett,Maryland,39.5289,-79.2729
Ripley,Indiana,39.1035,-85.2624
Alpena,Michigan,45.0348,-83.6277
Fayette,Ohio,39.5599,-83.4561
Ellis,Kansas,38.9147,-99.3173
Grimes,Texas,30.5435,-95.9855
Morgan,Colorado,40.2626,-103.8097
Stoddard,Missouri,36.8556,-89.9443
Van Wert,Ohio,40.8554,-84.5861
Cass,Texas,33.0775,-94.3435
Marion,Tennessee,35.1293,-85.622
Glenn,California,39.5981,-122.3919
Dunklin,Missouri,36.2721,-90.0909
Le Sueur,Minnesota,44.3714,-93.7301
Marion,Missouri,39.8059,-91.6224
Custer,Oklahoma,35.6388,-99.0015
Leflore,Mississippi,33.5505,-90.3011
Dillon,South Carolina,34.3915,-79.3789
Cherokee,North Carolina,35.1339,-84.0635
Montgomery,Illinois,39.231,-89.4789
Sanpete,Utah,39.3739,-111.5763
Copiah,Mississippi,31.8693,-90.4488
Perry,Kentucky,37.2443,-83.2215
Elmore,Idaho,43.354,-115.4693
Lincoln,Wisconsin,45.3374,-89.7346
Carroll,Tennessee,35.9732,-88.4503
Jasper,South Carolina,32.4374,-81.0317
Wythe,Virginia,36.9171,-81.0787
Palo Pinto,Texas,32.7532,-98.313
Jones,Georgia,33.0251,-83.5605
Codington,South Dakota,44.9779,-97.1886
Logan,Illinois,40.1245,-89.3675
Winchester,Virginia,39.1735,-78.1746
Hocking,Ohio,39.4971,-82.4792
Grant,New Mexico,32.7389,-108.3824
Carroll,Arkansas,36.341,-93.5382
Randolph,West Virginia,38.7747,-79.8758
Tate,Mississippi,34.6503,-89.9448
Wells,Indiana,40.7292,-85.2212
Montgomery,Kentucky,38.0335,-83.9131
Scott,Mississippi,32.4064,-89.5376
Dinwiddie,Virginia,37.0759,-77.6323
Fredericksburg,Virginia,38.2992,-77.4872
Washington,Indiana,38.6,-86.1053
Jackson,West Virginia,38.8345,-81.6748
Baker,Florida,30.3311,-82.2846
Bradford,Florida,29.95,-82.1687
Yazoo,Mississippi,32.7803,-90.3965
White,Georgia,34.6464,-83.7471
Monroe,Georgia,33.0139,-83.9187
Peach,Georgia,32.5688,-83.8269
Henderson,Tennessee,35.6542,-88.388
Union,Mississippi,34.4905,-89.0039
McDonough,Illinois,40.4562,-90.6779
Del Norte,California,41.7431,-123.8972
Jennings,Indiana,38.9969,-85.628
Henry,Ohio,41.3339,-84.0682
Currituck,North Carolina,36.4031,-76.0059
Adams,Ohio,38.8455,-83.4721
Upson,Georgia,32.8813,-84.2994
San Jacinto,Texas,30.5795,-95.1669
Iroquois,Illinois,40.7473,-87.8243
San Miguel,New Mexico,35.4805,-104.8158
Logan,Kentucky,36.8597,-86.8789
Orleans,Vermont,44.829,-72.2436
Union,South Carolina,34.6895,-81.6191
Cibola,New Mexico,34.9125,-107.9998
Pike,Ohio,39.0773,-83.0668
Caddo,Oklahoma,35.1744,-98.3751
White,Tennessee,35.9264,-85.4552
Tillamook,Oregon,45.4637,-123.7127
Fluvanna,Virginia,37.8419,-78.2773
West Baton Rouge,Louisiana,30.4636,-91.3127
Mineral,West Virginia,39.4147,-78.9438
Toombs,Georgia,32.1216,-82.3312
Harlan,Kentucky,36.8569,-83.218
Marlboro,South Carolina,34.602,-79.6786
Carroll,Ohio,40.5796,-81.0897
Carter,Kentucky,38.3182,-83.0495
De Soto,Louisiana,32.0554,-93.7373
Woodford,Kentucky,38.0424,-84.7436
Gillespie,Texas,30.3181,-98.9465
Hardin,Tennessee,35.1987,-88.1845
Boone,Iowa,42.0365,-93.9316
Lewis,New York,43.7851,-75.4486
Stephens,Georgia,34.554,-83.2932
Geneva,Alabama,31.095,-85.8391
Wasco,Oregon,45.16,-121.1679
Ashe,North Carolina,36.4341,-81.5003
King George,Virginia,38.2733,-77.1572
Juneau,Wisconsin,43.9246,-90.1138
Oceana,Michigan,43.6409,-86.2676
Cass,Nebraska,40.9097,-96.1409
Decatur,Indiana,39.307,-85.5011
Clay,Indiana,39.3928,-87.1158
Mille Lacs,Minnesota,45.938,-93.6301
Wyoming,Pennsylvania,41.5184,-76.0164
Grayson,Kentucky,37.4608,-86.3439
Sunflower,Mississippi,33.6023,-90.5886
Union,Oregon,45.3102,-118.0088
Dawson,Georgia,34.4443,-84.1706
Charlevoix,Michigan,45.3014,-85.1259
Grady,Georgia,30.8747,-84.2345
Simpson,Mississippi,31.9132,-89.9195
Dickinson,Michigan,46.0092,-87.8703
Franklin,Kansas,38.5645,-95.2859
Garvin,Oklahoma,34.7046,-97.3093
Taylor,Kentucky,37.3665,-85.3279
Edgefield,South Carolina,33.7722,-81.9664
Russell,Virginia,36.9339,-82.0954
Lamoille,Vermont,44.607,-72.6419
Montezuma,Colorado,37.3386,-108.5966
McNairy,Tennessee,35.1755,-88.5636
Elbert,Colorado,39.2866,-104.1359
Brown,Minnesota,44.2421,-94.7276
Montgomery,North Carolina,35.3325,-79.9055
Johnson,Arkansas,35.5697,-93.4601
Morehouse,Louisiana,32.8202,-91.8018
Hart,Georgia,34.3509,-82.9642
Barton,Kansas,38.479,-98.7565
Lawrence,South Dakota,44.3586,-103.7923
Mason,West Virginia,38.7697,-82.0266
Benton,Iowa,42.0802,-92.0657
Cheboygan,Michigan,45.4463,-84.4999
Hardee,Florida,27.4927,-81.81
Hardeman,Tennessee,35.2068,-88.9931
Plymouth,Iowa,42.7378,-96.2141
Lyon,Minnesota,44.4135,-95.839
Lauderdale,Tennessee,35.7605,-89.6305
Staunton,Virginia,38.1593,-79.0611
Gladwin,Michigan,43.9907,-84.3883
Adair,Missouri,40.1906,-92.6007
Salem,Virginia,37.2864,-80.0554
Posey,Indiana,38.0218,-87.8685
Luna,New Mexico,32.1822,-107.7498
Iosco,Michigan,44.3559,-83.6359
Barbour,Alabama,31.8696,-85.3932
Audrain,Missouri,39.2157,-91.8416
Fannin,Georgia,34.8641,-84.3198
Todd,Minnesota,46.0706,-94.8976
Pottawatomie,Kansas,39.379,-96.3424
Churchill,Nevada,39.5809,-118.3358
Prentiss,Mississippi,34.6183,-88.5201
Otsego,Michigan,45.0214,-84.599
Cherokee,Alabama,34.1759,-85.6038
Jackson,Oklahoma,34.588,-99.4148
Macon,Tennessee,36.532,-86.0073
Butts,Georgia,33.2879,-83.9572
Manistee,Michigan,44.333,-86.0568
Payette,Idaho,44.0068,-116.7608
Uvalde,Texas,29.3573,-99.7622
Grant,Kentucky,38.6488,-84.6246
Washington,Florida,30.6106,-85.6653
Routt,Colorado,40.4851,-106.9913
Chattooga,Georgia,34.475,-85.3453
Milam,Texas,30.7863,-96.9768
Randolph,Missouri,39.4401,-92.4971
Texas,Missouri,37.3173,-91.9651
Bremer,Iowa,42.7746,-92.3181
Hickman,Tennessee,35.8032,-87.4733
Cleburne,Arkansas,35.5382,-92.0267
Somerset,Maryland,38.1158,-75.7518
Yates,New York,42.6335,-77.1055
Nicholas,West Virginia,38.2917,-80.7993
Randolph,Indiana,40.1576,-85.0114
Bell,Kentucky,36.7306,-83.6741
Rowan,Kentucky,38.1963,-83.4211
Miller,Missouri,38.2145,-92.4284
Marion,Mississippi,31.2309,-89.8224
Teller,Colorado,38.8824,-105.1617
White,Indiana,40.7498,-86.8655
Waushara,Wisconsin,44.1131,-89.2429
Cassia,Idaho,42.2839,-113.6001
Fayette,Texas,29.8768,-96.9198
Abbeville,South Carolina,34.2226,-82.4593
Lincoln,Kentucky,37.4554,-84.6608
Goochland,Virginia,37.7221,-77.9158
Crook,Oregon,44.1422,-120.3566
Scott,Indiana,38.6851,-85.7475
George,Mississippi,30.8626,-88.644
Shelby,Texas,31.7924,-94.145
Jefferson,Oregon,44.6294,-121.176
Burke,Georgia,33.0611,-82.0007
Union,Georgia,34.8341,-83.9907
Aransas,Texas,28.1249,-96.9934
Jerome,Idaho,42.6899,-114.2639
Dawson,Nebraska,40.8699,-99.8196
Fairfax,Virginia,38.8531,-77.2998
Upshur,West Virginia,38.8979,-80.2334
Hood River,Oregon,45.519,-121.6511
Saline,Illinois,37.7531,-88.5407
Blaine,Idaho,43.4119,-113.9802
Itawamba,Mississippi,34.28,-88.3613
Ohio,Kentucky,37.4782,-86.8489
Mingo,West Virginia,37.7264,-82.1347
Seminole,Oklahoma,35.1675,-96.6155
Washington,Missouri,37.9617,-90.8774
Page,Virginia,38.6194,-78.4844
Iowa,Wisconsin,43.0005,-90.1354
Winston,Alabama,34.1492,-87.3737
Anderson,Kentucky,38.0039,-84.991
St. Francis,Arkansas,35.022,-90.7478
Juniata,Pennsylvania,40.5311,-77.4022
Plaquemines,Louisiana,29.4406,-89.61
Menominee,Michigan,45.5801,-87.5566
Roscommon,Michigan,44.3356,-84.6116
Antrim,Michigan,44.9991,-85.1402
Fayette,Indiana,39.64,-85.1788
Grainger,Tennessee,36.2763,-83.5096
Clarke,Alabama,31.6767,-87.8308
Teton,Wyoming,43.9346,-110.5898
Saline,Missouri,39.1368,-93.2018
Starke,Indiana,41.2809,-86.6476
Meeker,Minnesota,45.1231,-94.5274
McDonald,Missouri,36.6287,-94.3483
Franklin,Georgia,34.3754,-83.2291
Curry,Oregon,42.4576,-124.1568
Hampshire,West Virginia,39.3171,-78.6141
Yankton,South Dakota,43.009,-97.3948
Poinsett,Arkansas,35.574,-90.663
Tattnall,Georgia,32.0458,-82.0581
Crawford,Missouri,37.9764,-91.3039
Allen,Louisiana,30.653,-92.828
Ray,Missouri,39.3523,-93.9899
Hopewell,Virginia,37.2915,-77.2985
Pacific,Washington,46.5557,-123.7041
Columbia,Arkansas,33.2143,-93.2273
Osceola,Michigan,43.9898,-85.3252
Ouachita,Arkansas,33.5934,-92.8819
Vilas,Wisconsin,46.0529,-89.5148
Johnson,Kentucky,37.8466,-82.8315
Caswell,North Carolina,36.3932,-79.3335
Franklin,Indiana,39.4149,-85.0602
Emanuel,Georgia,32.5897,-82.3017
Rockbridge,Virginia,37.8145,-79.4473
Brooke,West Virginia,40.2739,-80.5765
Sumner,Kansas,37.2373,-97.4765
Panola,Texas,32.1624,-94.3056
Washington,Iowa,41.3356,-91.7179
New Kent,Virginia,37.5052,-76.9974
Lee,Virginia,36.7054,-83.1286
Klickitat,Washington,45.8738,-120.7891
Mercer,Kentucky,37.811,-84.8745
Bibb,Alabama,32.9986,-87.1265
Anson,North Carolina,34.9738,-80.1027
Sabine,Louisiana,31.564,-93.5547
Overton,Tennessee,36.345,-85.2881
Meigs,Ohio,39.0822,-82.0229
Beckham,Oklahoma,35.2687,-99.682
Houston,Texas,31.3177,-95.4227
Asotin,Washington,46.1918,-117.203
Limestone,Texas,31.5455,-96.5805
Leelanau,Michigan,44.9385,-85.812
Grant,Louisiana,31.5997,-92.5595
Nobles,Minnesota,43.6742,-95.7534
Seward,Kansas,37.1933,-100.8513
Martin,North Carolina,35.8432,-77.1092
Waynesboro,Virginia,38.0674,-78.9014
Mahaska,Iowa,41.3352,-92.6409
Boone,West Virginia,38.023,-81.7112
Hertford,North Carolina,36.3591,-76.982
Saunders,Nebraska,41.2264,-96.6374
Jo Daviess,Illinois,42.3658,-90.2126
Randolph,Alabama,33.2938,-85.4591
Mitchell,Georgia,31.2253,-84.1943
Wyandot,Ohio,40.8424,-83.3044
Prince Edward,Virginia,37.2243,-78.4411
Henry,Missouri,38.3852,-93.7928
Tippah,Mississippi,34.7684,-88.9089
Putnam,Georgia,33.3218,-83.3728
Scott,Tennessee,36.4285,-84.5035
Coahoma,Mississippi,34.23,-90.6018
Letcher,Kentucky,37.1212,-82.8553
Colusa,California,39.1775,-122.237
Logan,Colorado,40.7247,-103.1101
Taylor,Florida,30.047,-83.6035
McDuffie,Georgia,33.4828,-82.4814
Gage,Nebraska,40.2619,-96.6894
Stutsman,North Dakota,46.9793,-98.9588
Hockley,Texas,33.6076,-102.3432
Grenada,Mississippi,33.7699,-89.8019
Wyoming,West Virginia,37.6096,-81.5492
Scott,Virginia,36.7143,-82.6029
Nodaway,Missouri,40.3608,-94.8834
Clark,Arkansas,34.051,-93.1764
Jersey,Illinois,39.0855,-90.3565
Fayette,Illinois,39.0002,-89.0241
Moore,Texas,35.8377,-101.893
Sevier,Utah,38.7478,-111.8044
Leake,Mississippi,32.7535,-89.524
Texas,Oklahoma,36.7479,-101.4901
Lampasas,Texas,31.1962,-98.2415
Wabasha,Minnesota,44.2843,-92.2303
Gray,Texas,35.4012,-100.8126
Minidoka,Idaho,42.8543,-113.6375
Newton,Mississippi,32.4002,-89.1188
Assumption,Louisiana,29.9024,-91.0608
Logan,Arkansas,35.2149,-93.7166
Dakota,Nebraska,42.3911,-96.5646
Owen,Indiana,39.3128,-86.8377
Union,Louisiana,32.8318,-92.3748
Madison,North Carolina,35.858,-82.7058
Llano,Texas,30.7058,-98.6841
Hubbard,Minnesota,47.1086,-94.9167
Fairfield,South Carolina,34.3951,-81.1212
Fillmore,Minnesota,43.674,-92.0902
Gaines,Texas,32.7407,-102.6352
Shelby,Illinois,39.3911,-88.8055
Morgan,Tennessee,36.135,-84.6492
Perry,Illinois,38.0837,-89.367
Clinton,Missouri,39.6018,-94.4046
Jackson,Wisconsin,44.3192,-90.8053
Pointe Coupee,Louisiana,30.7095,-91.6008
Morgan,Missouri,38.4237,-92.886
Bandera,Texas,29.7472,-99.2463
Worth,Georgia,31.5515,-83.8509
Sullivan,Indiana,39.0888,-87.4147
Hutchinson,Texas,35.84,-101.3547
Barnwell,South Carolina,33.2661,-81.4349
Dodge,Minnesota,44.0226,-92.8621
Carroll,Iowa,42.0362,-94.8605
Ogemaw,Michigan,44.335,-84.1264
Buena Vista,Iowa,42.7355,-95.1511
Washington,Nebraska,41.5311,-96.222
Conway,Arkansas,35.2624,-92.7014
Jones,Iowa,42.1212,-91.1315
Meriwether,Georgia,33.0405,-84.6883
Lincoln,West Virginia,38.1753,-82.0704
Buchanan,Virginia,37.2666,-82.036
Allen,Kentucky,36.7513,-86.1904
Buchanan,Iowa,42.4708,-91.8379
Woodward,Oklahoma,36.4227,-99.2651
Jay,Indiana,40.438,-85.0057
Colorado,Texas,29.6208,-96.5263
Kewaunee,Wisconsin,44.5161,-87.6153
Greene,North Carolina,35.485,-77.6758
Crisp,Georgia,31.9229,-83.7681
Uinta,Wyoming,41.2876,-110.5476
Adams,Wisconsin,43.9696,-89.7704
Yell,Arkansas,35.0025,-93.411
Henry,Iowa,40.988,-91.5445
Clay,Kentucky,37.1597,-83.7146
Willacy,Texas,26.4693,-97.6622
Fulton,Indiana,41.047,-86.2635
St. James,Louisiana,30.027,-90.7931
Greene,Virginia,38.2976,-78.4669
Calhoun,Texas,28.5067,-96.602
Adams,Washington,46.9834,-118.5606
Hempstead,Arkansas,33.7354,-93.6684
Breckinridge,Kentucky,37.7734,-86.4293
Carroll,Indiana,40.5828,-86.5635
Lavaca,Texas,29.3843,-96.9302
Bourbon,Kentucky,38.2067,-84.2171
Dukes,Massachusetts,41.3961,-70.6501
Labette,Kansas,37.1913,-95.2976
Carbon,Utah,39.6481,-110.5887
Monroe,Alabama,31.5709,-87.3654
Richland,Louisiana,32.4178,-91.7635
Winneshiek,Iowa,43.2907,-91.8437
Dodge,Georgia,32.1722,-83.1684
Lincoln,New Mexico,33.7453,-105.4593
Martin,Minnesota,43.6744,-94.5511
Washington,Georgia,32.9695,-82.7959
Tyler,Texas,30.7712,-94.3766
Franklin,Louisiana,32.1333,-91.6738
Taylor,Wisconsin,45.2116,-90.5012
Spencer,Indiana,38.0141,-87.0077
Davison,South Dakota,43.6747,-98.146
DeKalb,Tennessee,35.9799,-85.8328
Montague,Texas,33.6757,-97.7246
Adair,Oklahoma,35.8839,-94.6587
DeWitt,Texas,29.0821,-97.3567
Vernon,Missouri,37.8506,-94.3424
Wayne,Mississippi,31.6408,-88.6958
Smith,Tennessee,36.2505,-85.9567
Orange,Indiana,38.5418,-86.495
Wayne,Kentucky,36.8013,-84.8286
Jones,Texas,32.7399,-99.8788
Gonzales,Texas,29.4567,-97.4925
Douglas,Illinois,39.7694,-88.2174
Morgan,Georgia,33.5909,-83.4923
Lincoln,Montana,48.5425,-115.4051
Duchesne,Utah,40.2982,-110.4252
Pierce,Georgia,31.3588,-82.2128
Plumas,California,40.0046,-120.8385
Holmes,Florida,30.8679,-85.814
Union,Tennessee,36.2879,-83.8375
East Feliciana,Louisiana,30.8451,-91.0455
Fayette,Iowa,42.8626,-91.8443
Marion,Kentucky,37.5525,-85.2696
Cherokee,Kansas,37.1693,-94.8463
Jackson,Iowa,42.1717,-90.5743
Macon,Alabama,32.3859,-85.6926
Freestone,Texas,31.7049,-96.1491
Polk,Arkansas,34.4858,-94.2282
Langlade,Wisconsin,45.2623,-89.0719
Lincoln,Wyoming,42.264,-110.656
Elbert,Georgia,34.1168,-82.8401
Chaffee,Colorado,38.747,-106.1941
Polk,North Carolina,35.2793,-82.1697
Marengo,Alabama,32.2477,-87.7895
Ashley,Arkansas,33.1912,-91.7685
Benton,Missouri,38.2949,-93.2879
Kent,Maryland,39.2545,-76.0399
McDowell,West Virginia,37.3785,-81.6536
Simpson,Kentucky,36.742,-86.5822
Spencer,Kentucky,38.0325,-85.3278
Pickens,Alabama,33.2808,-88.0887
Hampton,South Carolina,32.7763,-81.1407
Roosevelt,New Mexico,34.0212,-103.48
Hart,Kentucky,37.2999,-85.8847
Butler,Alabama,31.7524,-86.6803
Los Alamos,New Mexico,35.8693,-106.3073
Perry,Indiana,38.0796,-86.638
McIntosh,Oklahoma,35.3736,-95.6668
Saluda,South Carolina,34.0061,-81.7268
Perry,Missouri,37.7072,-89.8244
Green Lake,Wisconsin,43.8004,-89.0449
Concordia,Louisiana,31.4459,-91.6401
Waseca,Minnesota,44.0221,-93.5873
Beadle,South Dakota,44.4145,-98.2781
Humphreys,Tennessee,36.0408,-87.7756
Tishomingo,Mississippi,34.7404,-88.2393
Warren,North Carolina,36.3965,-78.1067
Paulding,Ohio,41.1166,-84.5802
Adair,Kentucky,37.1042,-85.2806
Crawford,Illinois,39.0027,-87.7596
Houston,Minnesota,43.6714,-91.4929
Inyo,California,36.5111,-117.4107
Clay,Mississippi,33.6556,-88.7816
Pike,Georgia,33.0923,-84.3892
Gem,Idaho,44.0615,-116.3975
Harrison,Kentucky,38.4418,-84.3314
Deaf Smith,Texas,34.966,-102.605
Otero,Colorado,37.9026,-103.7165
Poweshiek,Iowa,41.6864,-92.5315
Dickinson,Kansas,38.8665,-97.1527
Bethel,Alaska,60.9132,-159.8186
Appling,Georgia,31.7492,-82.2889
Cedar,Iowa,41.7723,-91.1324
Covington,Mississippi,31.6332,-89.5526
Lamar,Georgia,33.0765,-84.1395
Greene,Georgia,33.5788,-83.1667
Randolph,Arkansas,36.3415,-91.0276
Frio,Texas,28.8678,-99.1082
Ste. Genevieve,Missouri,37.8944,-90.1944
Jefferson,Kansas,39.2358,-95.3834
Fentress,Tennessee,36.3805,-84.9324
Yancey,North Carolina,35.8989,-82.3076
Stone,Mississippi,30.79,-89.1177
Westmoreland,Virginia,38.112,-76.8042
Bosque,Texas,31.9004,-97.6343
Wright,Missouri,37.2702,-92.4687
Montour,Pennsylvania,41.0279,-76.6586
Berrien,Georgia,31.276,-83.2296
Andrews,Texas,32.305,-102.6377
Colonial Heights,Virginia,37.265,-77.3969
Bertie,North Carolina,36.0662,-76.9787
Brantley,Georgia,31.1969,-81.9819
Banks,Georgia,34.3543,-83.4972
Pike,Missouri,39.3438,-91.1714
Madison,Florida,30.4441,-83.4701
Southampton,Virginia,36.7204,-77.1061
Attala,Mississippi,33.0863,-89.5815
Andrew,Missouri,39.9835,-94.8021
Benzie,Michigan,44.6387,-86.0155
Schuyler,New York,42.3938,-76.8752
Northampton,North Carolina,36.4178,-77.3969
Johnson,Tennessee,36.4549,-81.8518
Grant,Arkansas,34.29,-92.4237
Haywood,Tennessee,35.5832,-89.2838
Russell,Kentucky,36.9911,-85.0587
Young,Texas,33.1766,-98.6878
Unicoi,Tennessee,36.1107,-82.4323
Winston,Mississippi,33.0885,-89.0344
Hughes,South Dakota,44.389,-99.996
Kalkaska,Michigan,44.6847,-85.0902
Sawyer,Wisconsin,45.88,-91.1445
Eastland,Texas,32.3271,-98.8323
Gilchrist,Florida,29.7258,-82.8004
Hancock,Illinois,40.4037,-91.1647
Avery,North Carolina,36.0765,-81.9226
Burleson,Texas,30.4925,-96.6215
Patrick,Virginia,36.6783,-80.2844
San Juan,Washington,48.5782,-122.965
Seward,Nebraska,40.8724,-97.1395
Dickinson,Iowa,43.378,-95.1508
King William,Virginia,37.7066,-77.0885
Drew,Arkansas,33.5894,-91.72
Delaware,Iowa,42.4712,-91.3673
Polk,Tennessee,35.1199,-84.5233
Pitkin,Colorado,39.2171,-106.9166
Cooper,Missouri,38.8435,-92.8101
Lee,Texas,30.3107,-96.9657
Park,Colorado,39.1194,-105.7172
Richland,Wisconsin,43.3756,-90.4295
Chester,Tennessee,35.4218,-88.6134
Arkansas,Arkansas,34.2892,-91.3742
Union,Illinois,37.4713,-89.2551
Holmes,Mississippi,33.1235,-90.0921
Sharp,Arkansas,36.1612,-91.4798
Ben Hill,Georgia,31.7598,-83.2205
Mariposa,California,37.5815,-119.9054
Humboldt,Nevada,41.4068,-118.112
Cook,Georgia,31.154,-83.4305
Clayton,Iowa,42.8447,-91.3414
Henry,Alabama,31.5147,-85.2414
Franklin,Arkansas,35.5124,-93.8906
Morgan,West Virginia,39.5604,-78.2578
Mason,Kentucky,38.5952,-83.8242
Chickasaw,Mississippi,33.9208,-88.9479
Manassas Park,Virginia,38.7709,-77.4429
Tama,Iowa,42.0798,-92.5326
Falls,Texas,31.2533,-96.9359
Park,Montana,45.4884,-110.5267
McCreary,Kentucky,36.7371,-84.4842
Garrard,Kentucky,37.6396,-84.5377
Edgar,Illinois,39.6786,-87.7456
Hardin,Iowa,42.3839,-93.2404
Bristol,Virginia,36.618,-82.1605
Scurry,Texas,32.7463,-100.9164
Lewis,West Virginia,38.9959,-80.5022
Dallas,Missouri,37.6804,-93.0237
Cross,Arkansas,35.2957,-90.7712
Phillips,Arkansas,34.4274,-90.8489
Warren,Illinois,40.8488,-90.615
Jackson,Arkansas,35.5992,-91.2145
